ID,Вышестоящий ГО,Исполняющий ГО,Level,FunctionText,Type,Sphere,Sphere_2,Sphere_3,Anomaly,CollisionWith
МЮРК-171,Республика Казахстан,МЮРК,1,разработка и утверждение положения о государственном реестре лицензий на право занятия нотариальной деятельностью,Регулятивные,04.1.1 Общие экономические и коммерческие вопросы (CS),"04.1 Общие экономические и коммерческие вопросы и вопросы, относящиеся к рабочей силе",04 Экономические вопросы,,
МЮРК-172,Республика Казахстан,МЮРК,1,разработка и утверждение персонального состава аттестационных комиссий юстиции на право занятия нотариальной деятельностью и регламента их работ,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-173,Республика Казахстан,МЮРК,1,"разработка и утверждение порядка и условий проведения тестирования лиц, прошедших стажировку и претендующих на право занятия нотариальной деятельностью",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-174,Республика Казахстан,МЮРК,1,утверждение критериев оценки степени рисков,Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-175,Республика Казахстан,МЮРК,1,согласование положения о повышении квалификации нотариусов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-176,Республика Казахстан,МЮРК,1,согласование положения о порядке прохождения стажировки стажерами нотариусов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-177,Республика Казахстан,МЮРК,1,разработка и утверждение требований к помещению нотариуса,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-178,Республика Казахстан,МЮРК,1,"разработка и утверждение форм реестров регистрации нотариальных действий (в том числе электронного реестра единой нотариальной информационной системы), нотариальных свидетельств и постановлений, удостоверительных надписей на сделках и свидетельствуемых документах",Регулятивные,"01.6.0 Государственные службы общего назначения, не отнесенные к другим категориям (CS)","01.6 Государственные службы общего назначения, не отнесенные к другим категориям",01 Государственные службы общего назначения,,
МЮРК-179,Республика Казахстан,МЮРК,1,"разработка методических, инструктивных и разъяснительных материалов по вопросам нотариата",Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-18,Республика Казахстан,МЮРК,1,"координация и методологическое руководство деятельностью юридических служб центральных исполнительных органов, взаимодействие с юридическими службами аппаратов акимов областей, городов республиканского значения и столицы",Общие функции,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-180,Республика Казахстан,МЮРК,1,утверждение минимального количества нотариусов по каждому нотариальному округу на основании представления территориального органа юстиции совместно с территориальной нотариальной палатой,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-181,Республика Казахстан,МЮРК,1,разработка и утверждение правил оплаты за прохождение стажировки стажерами нотариуса,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-182,Республика Казахстан,МЮРК,1,осуществление лицензирования деятельности нотариусов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-183,Республика Казахстан,МЮРК,1,"принятие решений о приостановлении, прекращении и возобновлении действия лицензии на право занятия нотариальной деятельностью, а также инициирование исков о лишении лицензий нотариусов",Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-184,Республика Казахстан,МЮРК,1,размещение решения о приостановлении или возобновлении действия лицензии на право занятия нотариальной деятельностью на интернет-ресурсе лицензиара,Регулятивные,01.3.3 Другие общие службы (CS),01.3 Общие службы,01 Государственные службы общего назначения,,
МЮРК-185,Республика Казахстан,МЮРК,1,"ведение государственного реестра лицензий на право занятия нотариальной деятельностью, а также размещение на интернет-ресурсе сведений о лицах, которым выданы лицензии",Реализационные,01.3.3 Другие общие службы (CS),01.3 Общие службы,01 Государственные службы общего назначения,,
МЮРК-186,Республика Казахстан,МЮРК,1,"ведение государственного реестра лицензий на право занятия адвокатской деятельностью, обеспечение размещения на интернет-ресурсе сведений реестра, а также списков адвокатов, занимающихся адвокатской деятельностью, и сведений о приостановлении, возобновлении, лишении и прекращении действия лицензий адвокатов",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-187,Республика Казахстан,МЮРК,1,осуществление лицензирования деятельности адвокатов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-188,Республика Казахстан,МЮРК,1,"осуществление контроля за качеством гарантированной государством юридической помощи, оказываемой физическим и юридическим лицам адвокатами, нотариусами, частными судебными исполнителями, юридическими консультантами",Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-189,Республика Казахстан,МЮРК,1,"утверждение правил и размеров оплаты гарантированной государством юридической помощи, оказанной адвокатом, юридическим консультантом, и возмещения расходов, связанных с правовым консультированием, защитой и представительством, а также проведением примирительных процедур",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-19,Республика Казахстан,МЮРК,1,"рассмотрение и дача рекомендаций по проектам договоров на сумму, составляющую не менее двухмиллионнократного размера месячного расчетного показателя, заключаемых с иностранными контрагентами от имени правительства республики казахстан, с использованием иностранного арбитража в качестве способа разрешения споров между сторонами",Регулятивные,04.1.1 Общие экономические и коммерческие вопросы (CS),"04.1 Общие экономические и коммерческие вопросы и вопросы, относящиеся к рабочей силе",04 Экономические вопросы,,
МЮРК-190,Республика Казахстан,МЮРК,1,"утверждение перечня документов, подтверждающих право на получение гарантированной государством юридической помощи",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-191,Республика Казахстан,МЮРК,1,"утверждение порядка учета гарантированной государством юридической помощи, оказанной адвокатом, юридическим консультантом",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-192,Республика Казахстан,МЮРК,1,осуществление контроля за деятельностью палат юридических консультантов,Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-193,Республика Казахстан,МЮРК,1,разработка и утверждение типового устава палаты юридических консультантов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-194,Республика Казахстан,МЮРК,1,ведение реестра палат юридических консультантов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-195,Республика Казахстан,МЮРК,1,разработка и утверждение типового договора страхования профессиональной ответственности юридических консультантов по согласованию с уполномоченным органом финансового регулирования республики казахстан,Регулятивные,04.1.1 Общие экономические и коммерческие вопросы (CS),"04.1 Общие экономические и коммерческие вопросы и вопросы, относящиеся к рабочей силе",04 Экономические вопросы,,
МЮРК-196,Республика Казахстан,МЮРК,1,разработка и утверждение типового договора страхования профессиональной ответственности адвокатов по согласованию с уполномоченным органом финансового регулирования республики казахстан,Регулятивные,04.1.1 Общие экономические и коммерческие вопросы (CS),"04.1 Общие экономические и коммерческие вопросы и вопросы, относящиеся к рабочей силе",04 Экономические вопросы,,
МЮРК-197,Республика Казахстан,МЮРК,1,формирование и реализация государственной политики в сфере оказания юридической помощи,Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-198,Республика Казахстан,МЮРК,1,обеспечение функционирования и развития системы гарантированной государством юридической помощи,Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-199,Республика Казахстан,МЮРК,1,осуществление контроля за качеством оказываемой гарантированной государством юридической помощи,Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-2,Республика Казахстан,МЮРК,1,установление и поддержка международных связей с соответствующими организациями иностранных государств,Стратегические,01.1.3 Международные отношения (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-20,Республика Казахстан,МЮРК,1,организация проведения государственных закупок,Реализационные,"01.6.0 Государственные службы общего назначения, не отнесенные к другим категориям (CS)","01.6 Государственные службы общего назначения, не отнесенные к другим категориям",01 Государственные службы общего назначения,,
МЮРК-200,Республика Казахстан,МЮРК,1,разработка и утверждение критериев качества оказания гарантированной государством юридической помощи,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-201,Республика Казахстан,МЮРК,1,согласование стандартов оказания юридической помощи,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-202,Республика Казахстан,МЮРК,1,согласование критериев качества оказания юридической помощи,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-203,Республика Казахстан,МЮРК,1,осуществление международного сотрудничества в сфере оказания юридической помощи,Реализационные,01.1.3 Международные отношения (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-204,Республика Казахстан,МЮРК,1,"координация деятельности лиц, оказывающих гарантированную государством юридическую помощь",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-205,Республика Казахстан,МЮРК,1,"проведение мониторинга законодательства республики казахстан об адвокатской деятельности и юридической помощи, обеспечение полноты объема и качества оказания юридической помощи",Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-206,Республика Казахстан,МЮРК,1,"обеспечение правового информирования населения о лицах, оказывающих юридическую помощь, механизмах, основаниях и условиях оказания юридической помощи",Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-207,Республика Казахстан,МЮРК,1,"обеспечение опубликования не реже одного раза в год в периодических печатных изданиях, распространяемых на всей территории республики казахстан, и размещение на своем интернет-ресурсе информации о системе и основных итогах оказания гарантированной государством юридической помощи",Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-208,Республика Казахстан,МЮРК,1,"проставление апостиля на официальных документах, исходящих из органов юстиции, регистрации актов гражданского состояния и иных государственных органов, а также нотариусов",Реализационные,01.3.3 Другие общие службы (CS),01.3 Общие службы,01 Государственные службы общего назначения,,
МЮРК-209,Республика Казахстан,МЮРК,1,осуществление лицензирования в сфере судебно-экспертной деятельности,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-21,Республика Казахстан,МЮРК,1,"представление и защита интересов правительства и премьер-министра в судах по поручению премьер-министра, его заместителя или руководителя аппарата правительства, а также участие в конституционном производстве по поручению премьер-министра по вопросам, входящим в компетенцию министерства юстиции, ставшим предметом разбирательства, оказание правовой и консультационной помощи государственным органам в судебных разбирательствах",Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-210,Республика Казахстан,МЮРК,1,прием квалификационных экзаменов и выдача квалификационного свидетельства судебного эксперта на право производства определенного вида судебной экспертизы,Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-211,Республика Казахстан,МЮРК,1,"осуществление государственного регулирования цен на судебно-экспертные услуги, оказываемые органами судебной экспертизы",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-212,Республика Казахстан,МЮРК,1,согласование штатного расписания и структуры органа судебных экспертиз по представлению директора органа судебных экспертиз,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-213,Республика Казахстан,МЮРК,1,"организация и осуществление научно-методического и информационного обеспечения судебной экспертиз, а также подбора, подготовки, переподготовки и повышения квалификации лиц, осуществляющих судебно-экспертную деятельность",Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-214,Республика Казахстан,МЮРК,1,материально-техническое обеспечение государственных судебно-экспертных организаций,Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-215,Республика Казахстан,МЮРК,1,"создание и обеспечение функционирования электронных информационных ресурсов и информационных систем, информационно-коммуникационных сетей в области судебной экспертизы, организации доступа к ним физических и юридических лиц в соответствии с законодательством республики казахстан в сфере информатизации",Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-216,Республика Казахстан,МЮРК,1,"разработка и утверждение перечня видов судебных экспертиз и экспертных специальностей, квалификация по которым присваивается министерством юстиции республики казахстан",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-217,Республика Казахстан,МЮРК,1,разработка и утверждение правил организации и производства судебных экспертиз и исследований,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-218,Республика Казахстан,МЮРК,1,разработка и утверждение правил обращения с объектами судебной экспертизы,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-219,Республика Казахстан,МЮРК,1,"разработка и утверждение правил определения категорий сложности судебных экспертиз, порядка исчисления сроков производства судебных экспертиз в зависимости от категории их сложности, а также оснований и порядка приостановления и продления срока производства судебных экспертиз",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-22,Республика Казахстан,МЮРК,1,"участие в разъяснении законодательства, переговорных процессах по разрешению споров, проводимых уполномоченными государственными органами",Общие функции,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-220,Республика Казахстан,МЮРК,1,разработка и утверждение нормативов нагрузки судебных экспертов органов судебной экспертизы,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-221,Республика Казахстан,МЮРК,1,разработка и утверждение правил определения стоимости производства судебной экспертизы в органах судебной экспертизы,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-222,Республика Казахстан,МЮРК,1,разработка и утверждение правил валидации методов и методик судебно-экспертных исследований,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-223,Республика Казахстан,МЮРК,1,"разработка и утверждение правил разработки, апробирования и внедрения методик судебно-экспертных исследований",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-224,Республика Казахстан,МЮРК,1,"разработка и утверждение правил формирования, ведения и использования государственного реестра методик судебно-экспертных исследований республики казахстан",Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-225,Республика Казахстан,МЮРК,1,ведение государственного реестра методик судебно-экспертных исследований республики казахстан,Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-226,Республика Казахстан,МЮРК,1,разработка и утверждение стандартов и требований к специально оснащенным помещениям для производства судебной экспертизы,Регулятивные,04.4.3 Строительство (СЅ),"04.4 Горнодобывающая промышленность, обрабатывающая промышленность и строительство",04 Экономические вопросы,,
МЮРК-227,Республика Казахстан,МЮРК,1,разработка и утверждение правил квалификационной подготовки судебных экспертов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-228,Республика Казахстан,МЮРК,1,разработка и утверждение правил приема экзаменов для присвоения квалификации судебного эксперта,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МЮРК-229,Республика Казахстан,МЮРК,1,разработка и утверждение положения о комиссии по присвоению квалификации судебного эксперта и ее состава,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-23,Республика Казахстан,МЮРК,1,"соблюдение и защита прав, свобод и законных интересов человека и гражданина, организаций и государств",Контрольные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-230,Республика Казахстан,МЮРК,1,разработка и утверждение правил аттестации судебных экспертов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-231,Республика Казахстан,МЮРК,1,разработка и утверждение положения о комиссии по проведению аттестации судебных экспертов и ее состава,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-232,Республика Казахстан,МЮРК,1,аттестация судебных экспертов,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-233,Республика Казахстан,МЮРК,1,разработка и утверждение правил повышения квалификации судебных экспертов,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МЮРК-234,Республика Казахстан,МЮРК,1,"разработка и утверждение правил формирования, ведения и использования государственного реестра судебных экспертов республики казахстан",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-235,Республика Казахстан,МЮРК,1,ведение государственного реестра судебных экспертов республики казахстан,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-236,Республика Казахстан,МЮРК,1,разработка и утверждение положения о комиссии по лицензированию судебно-экспертной деятельности и ее состава,Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-237,Республика Казахстан,МЮРК,1,разработка и утверждение кодекса этики судебного эксперта,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-238,Республика Казахстан,МЮРК,1,подбор и расстановка кадров судебных экспертов,Реализационные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-239,Республика Казахстан,МЮРК,1,координация научно-исследовательской работы в сфере судебной экспертизы,Регулятивные,"01.5.0 НИОКР, связанные с государственными службами общего назначения (CS)","01.5 Ниокр, связанные с государственными службами общего назначения",01 Государственные службы общего назначения,,
МЮРК-24,Республика Казахстан,МЮРК,1,"дача заключения по проекту закона, разработанному в порядке законодательной инициативы правительства республики казахстан, включающего результаты юридической экспертизы по проекту подзаконного нормативного правового акта и проекту программы информационного сопровождения и разъяснения",Регулятивные,01.1.1 Исполнительные и законодательные органы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МЮРК-240,Республика Казахстан,МЮРК,1,"осуществление подготовки и внесение предложений о разработке, внесении изменений, пересмотре и отмене национальных, межгосударственных стандартов, национальных классификаторов технико-экономической информации, рекомендаций по стандартизации в уполномоченный орган в порядке, установленном законодательством республики казахстан, в курируемых сферах",Регулятивные,04.1.1 Общие экономические и коммерческие вопросы (CS),"04.1 Общие экономические и коммерческие вопросы и вопросы, относящиеся к рабочей силе",04 Экономические вопросы,,
МЮРК-241,Республика Казахстан,МЮРК,1,осуществление разработки национальных стандартов и национальных классификаторов технико-экономической информации в сфере судебно-экспертной деятельности по согласованию с уполномоченным органом в сфере стандартизации,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-242,Республика Казахстан,МЮРК,1,рассмотрение проектов документов по стандартизации и национального плана стандартизации в сфере судебно-экспертной деятельности,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-243,Республика Казахстан,МЮРК,1,осуществление подготовки предложений по созданию технических комитетов по стандартизации в сфере судебно-экспертной деятельности,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-244,Республика Казахстан,МЮРК,1,"участие в работе технических комитетов по стандартизации и национального органа по стандартизации, международных организаций по стандартизации в сфере судебно-экспертной деятельности",Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-245,Республика Казахстан,МЮРК,1,участие в реализации единой государственной политики в области обеспечения единства измерений в сфере судебно-экспертной деятельности,Общие функции,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МЮРК-246,Республика Казахстан,МЮРК,1,"осуществление контроля за деятельностью лиц, занимающихся судебно-экспертной деятельностью на основании лицензии",Контрольные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МЮРК-247,Республика Казахстан,МЮРК,1,разработка и утверждение профессионального стандарта в сфере судебно-экспертной деятельности,Регулятивные,03.3.0 Суды (CS),03.3 Суды,03 Общественный порядок и безопасность,,
МЮРК-248,Республика Казахстан,МЮРК,1,"составление протоколов и рассмотрение дел об административных правонарушениях, наложение административных взысканий в пределах своей компетенции",Контрольные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МЮРК-249,Республика Казахстан,МЮРК,1,внесение в уполномоченный орган в области мобилизационной подготовки предложений по совершенствованию мобилизационной подготовки и мобилизации,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МЮРК-25,Республика Казахстан,МЮРК,1,"привлечение для осуществления законопроектных, экспертных, научно-исследовательских работ и консультаций специалистов и экспертов государственных органов, организаций, в том числе зарубежных, с использованием в этих целях бюджетных и иных средств",Общие функции,"01.5.0 НИОКР, связанные с государственными службами общего назначения (CS)","01.5 Ниокр, связанные с государственными службами общего назначения",01 Государственные службы общего назначения,,
МЮРК-250,Республика Казахстан,МЮРК,1,"участие в разработке мобилизационного плана республики казахстан и плана производства товаров, выполнения работ и оказания услуг на соответствующий период",Стратегические,01.3.2 Службы планирования и статистические службы общего назначения (CS),01.3 Общие службы,01 Государственные службы общего назначения,,
